0	3182044-2522	0	60	-1	204770at40674_34882_0:001855|OV277441.1|-|249|1.9e-69|3|3179523|3182044|3182044[3182044]:3181898[3181898]:147[147]|3180438[3180438]:3180301[3180301]:138[138]|3179642[3179630]:3179523[3179523]:120[108]
0	1588397-5915	0	421	-1	189092at40674_9668_0:0009f1|OV277441.1|-|442|1.513e-127|4|1582483|1588397|1588397[1588397]:1588332[1588332]:66[66]|1584119[1584119]:1583832[1583832]:288[288]|1583617[1583617]:1583432[1583432]:186[186]|1582917[1582917]:1582483[1582483]:435[435]
0	521641-38234	0	443	-1	77185at40674_291302_0:0034df|OV277441.1|-|1491|0|12|483408|521641|521641[521641]:521510[521510]:132[132]|521422[521413]:520547[520547]:876[867]|520457[520454]:520254[520254]:204[201]|490482[490482]:490333[490333]:150[150]|485665[485662]:485579[485579]:87[84]|485443[485431]:484814[484814]:630[618]|484730[484727]:484596[484596]:135[132]|484534[484528]:484250[484250]:285[279]|484193[484172]:484113[484113]:81[60]|484040[484037]:483948[483948]:93[90]|483880[483880]:483629[483629]:252[252]|483527[483527]:483408[483408]:120[120]
0	1206280-9074	0	447	-1	92479at40674_34882_0:001933|OV277441.1|-|1152|0|11|1197207|1206280|1206280[1206280]:1206170[1206170]:111[111]|1203554[1203515]:1203435[1203435]:120[81]|1202487[1202481]:1202356[1202356]:132[126]|1202054[1202033]:1201938[1201938]:117[96]|1201420[1201411]:1201331[1201331]:90[81]|1200853[1200847]:1200725[1200725]:129[123]|1200618[1200612]:1200433[1200433]:186[180]|1200313[1200292]:1199375[1199375]:939[918]|1199022[1199007]:1198828[1198828]:195[180]|1198112[1198112]:1197966[1197966]:147[147]|1197854[1197833]:1197207[1197207]:648[627]
0	697423+764	0	466	1	162117at40674_9739_0:003623|OV277441.1|+|240|9.727e-67|2|697423|698186|697423[697423]:697767[697767]:345[345]|698022[698028]:698186[698186]:165[159]
0	294245+54447	0	550	1	24336at40674_9668_0:00459a|OV277441.1|+|2289|0|11|294245|348691|294245[294245]:294313[294313]:69[69]|295944[295953]:296123[296123]:180[171]|310179[310182]:310613[310613]:435[432]|325313[325313]:325399[325399]:87[87]|331321[331324]:332694[332694]:1374[1371]|334174[334216]:334749[334749]:576[534]|342553[342553]:342648[342648]:96[96]|345666[345669]:345740[345740]:75[72]|346877[346907]:347107[347107]:231[201]|347723[347738]:347851[347851]:129[114]|348212[348242]:348691[348691]:480[450]
0	696764+5051	0	679	1	162117at40674_9668_0:0045ae|OV277441.1|+|797|2.062e-234|6|696764|701814|696764[696764]:697105[697105]:342[342]|698022[698025]:698198[698198]:177[174]|700494[700497]:700841[700841]:348[345]|701057[701057]:701437[701437]:381[381]|701515[701530]:701667[701667]:153[138]|701722[701743]:701814[701814]:93[72]
0	1077036+77497	0	765	1	75402at40674_9668_0:0045c3|OV277441.1|+|1321|0|7|1077036|1154532|1077036[1077036]:1077083[1077083]:48[48]|1078342[1078345]:1079655[1079655]:1314[1311]|1080729[1080735]:1081043[1081043]:315[309]|1135599[1135599]:1135796[1135796]:198[198]|1140734[1140740]:1140793[1140793]:60[54]|1140899[1140914]:1141237[1141237]:339[324]|1154308[1154308]:1154532[1154532]:225[225]
0	381533-8816	0	767	-1	104496at40674_9749_0:00383b|OV277441.1|-|1519|0|15|372718|381533|381533[381533]:381276[381276]:258[258]|380088[380088]:380017[380017]:72[72]|379936[379933]:379790[379790]:147[144]|378749[378749]:378645[378645]:105[105]|378579[378576]:378451[378451]:129[126]|378362[378359]:378057[378057]:306[303]|378023[377987]:377850[377850]:174[138]|377754[377754]:377566[377566]:189[189]|377348[377315]:376968[376968]:381[348]|374759[374744]:374559[374559]:201[186]|374437[374434]:374159[374159]:279[276]|373988[373985]:373854[373854]:135[132]|373701[373701]:373456[373456]:246[246]|373174[373174]:373013[373013]:162[162]|372936[372912]:372718[372718]:219[195]
0	362818+5192	0	808	1	40114at40674_9668_0:0045cb|OV277441.1|+|1682|0|14|362818|368009|362818[362818]:363342[363342]:525[525]|363429[363435]:363536[363536]:108[102]|363580[363607]:363969[363969]:390[363]|364059[364071]:364202[364202]:144[132]|364287[364287]:364382[364382]:96[96]|364453[364456]:364737[364737]:285[282]|365123[365123]:365653[365653]:531[531]|365722[365725]:365886[365886]:165[162]|365937[365964]:366206[366206]:270[243]|366269[366302]:366586[366586]:318[285]|366877[366877]:367053[367053]:177[177]|367125[367131]:367370[367370]:246[240]|367682[367682]:367792[367792]:111[111]|367887[367890]:368009[368009]:123[120]
0	3182044-147	0	869	-1	204770at40674_186990_0:00268c|OV277441.1|-|90|1.388e-21|1|3181898|3182044|3182044[3182044]:3181898[3181898]:147[147]
0	2721895-49181	0	1216	-1	17037at40674_29088_0:002177|OV277441.1|-|2342|0|22|2672715|2721895|2721895[2721895]:2721797[2721797]:99[99]|2715789[2715783]:2715520[2715520]:270[264]|2714642[2714639]:2714529[2714529]:114[111]|2712246[2712243]:2712100[2712100]:147[144]|2709448[2709448]:2709335[2709335]:114[114]|2705309[2705306]:2705187[2705187]:123[120]|2704888[2704855]:2704640[2704640]:249[216]|2701379[2701376]:2701260[2701260]:120[117]|2698754[2698751]:2698596[2698596]:159[156]|2697645[2697627]:2697529[2697529]:117[99]|2695480[2695474]:2695373[2695373]:108[102]|2693509[2693509]:2692967[2692967]:543[543]|2689454[2689451]:2689194[2689194]:261[258]|2688448[2688445]:2688275[2688275]:174[171]|2687192[2687189]:2687061[2687061]:132[129]|2684473[2684473]:2684363[2684363]:111[111]|2681820[2681793]:2681656[2681656]:165[138]|2679396[2679396]:2679244[2679244]:153[153]|2678166[2678160]:2678023[2678023]:144[138]|2673433[2673433]:2673317[2673317]:117[117]|2673234[2673231]:2673076[2673076]:159[156]|2672915[2672894]:2672715[2672715]:201[180]
